member_0,member_1,member_2,member_3,member_4
8,0,6,0,7
7,9,9,0,6
7,0,9,9,7
7,0,7,9,7
7,0,3,0,6
7,9,7,9,7
7,0,6,0,7
7,9,8,0,7
6,9,7,8,6
6,0,6,0,5
7,9,9,9,6
6,0,7,9,6
7,0,8,0,6
7,0,7,8,6
7,0,6,0,7
6,9,3,9,6
7,0,6,0,6
7,0,8,0,6
7,9,8,9,6
6,9,7,0,6
7,9,8,9,7
8,0,7,0,7
7,9,7,9,7
7,9,9,0,6
6,9,7,0,6
7,9,7,9,6
7,9,9,0,7
7,9,9,9,6
7,6,7,0,6
7,0,7,0,7
7,0,8,0,6
7,0,8,0,7
7,0,8,0,7
8,0,6,0,7
7,0,7,9,6
7,0,8,0,8
8,9,7,9,7
7,0,6,0,7
7,0,7,0,6
7,9,7,0,6
6,9,7,9,6
7,0,6,0,7
7,0,8,0,6
7,0,6,0,7
8,0,9,9,8
7,0,8,0,6
7,9,6,0,7
7,0,9,9,7
7,9,9,9,6
7,0,6,0,7
7,9,7,0,6
7,0,9,9,6
7,9,8,9,6
7,0,6,0,7
7,9,7,0,7
7,0,7,0,6
7,9,6,0,7
7,9,7,9,7
7,9,7,9,7
8,0,6,0,7
7,9,9,0,6
7,0,6,0,7
7,0,6,0,7
7,9,9,0,7
7,0,9,0,6
7,9,0,0,7
6,9,7,5,6
6,9,4,9,5
7,0,7,0,6
6,0,8,0,7
7,0,7,0,7
7,0,9,9,6
7,0,8,0,6
7,9,7,9,7
7,0,6,0,7
7,9,9,0,7
8,0,6,0,7
7,0,6,0,6
7,0,7,0,6
7,0,8,0,6
7,0,8,0,6
8,0,7,9,7
7,0,9,9,7
7,9,8,0,6
8,9,7,9,7
7,0,6,0,7
7,0,8,0,7
7,0,7,0,6
7,0,6,0,7
7,9,7,0,6
7,9,6,0,6
8,9,7,9,7
7,9,9,0,6
7,0,8,0,6
6,9,7,9,6
7,0,8,0,6
7,0,6,0,7
7,0,8,0,7
7,0,7,0,7
8,0,6,0,7
8,0,6,0,7
7,0,6,0,7
7,0,9,0,6
7,0,7,0,7
6,0,5,0,5
6,0,4,0,5
7,0,6,0,7
7,0,8,0,7
7,0,8,9,6
7,0,8,0,6
6,0,5,9,5
7,0,8,0,7
7,0,7,0,7
7,0,8,0,7
6,0,8,9,6
7,0,9,0,6
8,0,6,0,7
6,9,0,0,5
7,0,8,0,7
6,0,5,0,5
6,9,8,9,5
7,0,7,0,7
6,0,8,0,6
7,0,7,0,7
7,9,7,9,7
6,9,7,0,6
7,0,6,9,7
6,9,7,0,6
7,0,9,0,6
7,9,6,0,6
7,0,7,0,7
7,9,9,0,6
7,9,8,0,7
6,9,7,9,6
7,0,6,0,6
6,9,8,0,5
6,0,8,9,6
7,7,8,0,6
7,0,9,9,7
7,0,7,0,7
7,9,9,0,6
7,0,5,0,7
7,0,9,9,6
7,0,8,0,6
6,9,6,9,6
7,9,7,9,7
7,0,9,9,6
7,9,7,9,7
7,9,7,0,7
6,0,7,0,6
6,0,7,9,6
7,0,6,0,7
7,9,7,9,7
7,9,8,0,6
7,9,7,0,6
8,0,6,0,7
7,0,8,0,7
8,9,7,9,7
7,0,9,9,6
7,0,9,0,6
8,9,6,9,7
6,0,6,0,5
7,0,7,0,6
6,9,3,9,5
7,0,6,0,7
7,0,6,0,6
7,0,6,0,7
7,9,7,9,7
7,9,9,0,7
7,0,6,0,7
7,0,8,9,8
7,0,7,0,6
7,0,6,9,7
6,9,9,9,5
6,0,1,9,5
7,0,7,0,7
7,9,9,0,7
8,9,7,9,7
7,0,8,0,7
8,9,7,9,7
7,9,9,9,6
7,9,7,9,7
7,9,7,0,6
6,0,8,9,6
7,9,7,0,6
7,0,8,0,7
7,0,6,0,6
7,0,7,9,6
6,0,8,9,6
7,0,7,0,7
6,0,7,0,6
7,0,6,0,7
7,0,6,0,7
8,9,7,9,7
6,9,6,9,6
7,9,9,0,7
7,0,9,9,7
7,9,7,0,7
7,9,9,9,6
7,0,7,9,6
6,9,8,9,5
7,0,9,9,7
7,0,6,0,7
7,0,0,9,7
7,0,7,0,7
7,0,9,9,7
7,0,6,0,7
7,0,6,0,7
7,9,9,0,6
7,0,7,0,7
7,0,8,0,6
7,9,7,0,6
7,0,4,0,6
7,0,7,0,7
7,0,7,0,6
6,9,8,0,6
8,9,7,9,7
7,0,6,0,7
7,9,7,9,7
7,0,6,0,7
7,9,8,0,6
7,9,7,0,6
8,9,7,0,8
6,9,9,0,6
7,0,9,9,6
7,0,8,0,6
7,0,8,0,6
6,0,2,0,5
7,9,7,0,6
7,9,9,9,6
7,0,7,0,6
7,9,7,9,7
7,0,8,0,7
7,0,8,0,6
7,0,7,9,6
7,9,8,0,7
6,9,7,9,6
7,9,9,0,6
8,9,7,0,7
7,0,8,0,6
7,0,7,9,6
7,9,7,9,7
8,0,6,0,7
8,9,7,9,7
7,0,0,9,7
7,0,8,9,7
7,0,7,9,6
7,9,2,0,7
7,0,8,9,6
7,0,9,9,6
6,9,7,0,6
7,0,8,0,7
7,0,7,9,7
8,9,7,9,7
6,0,7,0,6
6,0,7,0,6
7,0,6,0,7
7,0,9,9,6
7,0,8,0,7
6,0,7,0,6
7,0,8,0,7
7,0,7,0,7
7,9,8,9,6
7,9,8,0,7
7,9,0,9,6
7,9,8,0,8
7,9,8,0,6
6,9,7,9,6
7,0,7,0,7
7,9,7,9,7
7,9,7,0,6
7,0,6,0,7
7,9,0,0,6
8,0,6,0,7
8,9,6,9,7
7,0,9,9,7
7,9,8,0,7
7,0,6,0,7
7,9,9,9,6
7,9,8,0,7
7,0,5,0,7
7,0,6,0,7
7,0,7,0,7
7,0,8,0,7
8,0,6,0,7
7,9,7,0,6
8,0,6,0,7
7,0,6,9,7
7,0,7,0,6
7,0,9,0,6
7,0,6,0,7
7,9,8,0,6
7,0,6,0,5
7,0,8,9,6
7,0,6,0,7
8,0,6,0,7
7,9,9,9,6
7,0,9,9,7
6,0,3,0,5
7,9,9,0,7
7,0,9,0,6
7,0,8,0,6
7,9,7,9,5
8,0,6,0,7
7,0,8,0,7
7,0,8,0,6
8,9,7,9,7
7,0,7,0,7
7,9,8,0,7
8,0,6,0,7
7,0,8,0,7
7,0,7,0,7
7,0,9,0,6
7,0,9,9,6
7,0,7,9,6
7,0,7,9,7
7,0,7,0,7
7,9,9,0,6
7,0,9,0,6
6,0,8,9,5
7,9,6,9,7
8,0,6,0,7
7,0,6,0,7
7,0,9,0,6
7,9,7,0,6
7,0,8,9,7
7,0,6,0,7
7,0,8,0,6
7,9,9,0,7
7,9,7,0,6
7,9,9,0,6
7,0,8,0,6
7,9,7,0,7
7,0,6,0,7
7,0,8,0,6
7,0,7,0,6
7,0,6,0,6
7,0,8,9,6
6,0,8,9,6
7,9,7,9,7
8,9,7,9,7
7,9,8,9,6
8,9,7,9,8
6,0,7,0,6
7,0,9,9,7
7,0,7,9,6
7,9,9,0,7
7,0,6,0,7
7,9,9,9,7
8,0,6,0,7
7,0,9,9,7
7,0,6,0,7
7,9,7,9,6
7,9,9,9,6
7,9,6,0,7
7,9,7,0,6
7,0,6,0,7
7,0,7,0,6
6,9,7,0,6
7,0,9,9,6
7,0,7,0,7
7,0,9,9,6
7,0,6,0,7
6,0,7,9,6
7,9,9,0,6
7,0,9,9,7
7,9,6,0,7
8,0,6,0,7
6,9,8,0,6
8,0,6,0,8
7,0,6,0,7
7,9,7,9,7
6,9,7,0,6
7,0,7,0,6
7,0,8,0,7
7,9,7,0,7
7,0,8,0,7
7,0,6,0,7
6,9,8,9,5
7,9,7,0,6
7,0,6,0,7
8,0,6,0,7
7,0,6,0,7
6,0,7,9,6
7,0,7,0,7
7,0,7,9,7
7,9,7,0,6
6,0,7,9,6
8,0,6,0,7
6,9,9,0,5
7,9,3,0,7
7,0,7,9,6
6,9,7,0,6
