member_0,member_1
-inf,12.0
-inf,9.0
,-inf
0.0,2.0
,-inf
,-inf
-inf,-5.0
,-inf
-1.0,14.0
-inf,8.0
,-inf
,-inf
,-inf
-inf,6.0
,-inf
,-inf
,-inf
-inf,-inf
,-inf
,-inf
,-inf
inf,-inf
,-10.0
,-inf
,-inf
,-inf
,-inf
,-inf
-1.0,3.0
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,-5.0
-inf,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,17.0
,-inf
-inf,8.0
-inf,12.0
,-inf
0.0,2.0
,-inf
,-inf
-inf,6.0
,-inf
-inf,12.0
-inf,12.0
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,2.0
-inf,-inf
-inf,-inf
-inf,-12.0
-inf,6.0
,-inf
,-inf
,-inf
,-inf
-inf,8.0
-inf,11.0
-inf,8.0
,-inf
-inf,3.0
-inf,16.0
,-inf
,-inf
-inf,12.0
,-inf
-inf,-3.0
