member_0,member_1,member_2,member_3,member_4
1,3,7,1,0
0,3,5,1,7
1,0,5,5,7
1,3,5,4,7
0,3,7,5,5
0,2,7,0,0
1,4,7,1,0
1,3,5,1,0
1,7,5,1,0
0,2,5,0,0
1,4,7,5,5
1,3,7,5,5
1,6,7,5,0
1,3,5,1,0
1,3,7,1,0
1,3,5,1,0
1,3,7,5,5
1,0,7,5,5
1,3,7,1,0
1,3,7,1,0
1,1,5,1,0
1,2,5,1,7
1,3,7,5,5
1,1,7,5,5
1,3,7,1,0
1,3,5,5,7
1,3,7,1,5
1,3,7,1,0
1,7,5,1,0
1,3,5,4,7
0,3,5,1,7
1,3,7,1,5
1,7,5,1,0
1,3,7,5,5
0,3,5,1,7
1,3,7,4,5
1,2,7,5,0
0,3,5,1,7
1,3,7,1,6
1,3,7,5,5
1,3,5,1,7
1,7,5,1,7
1,3,5,1,0
1,3,5,1,5
1,3,7,1,0
1,3,5,5,5
1,3,7,1,0
1,2,5,1,0
0,2,5,1,0
1,3,5,1,0
1,3,7,1,0
1,3,7,5,5
1,3,7,1,0
1,3,5,1,7
1,3,7,1,0
1,4,7,5,5
1,3,7,1,5
1,3,7,4,5
1,3,7,1,5
1,3,7,1,5
0,2,5,1,0
1,3,7,5,5
1,7,5,1,7
1,2,5,1,0
1,3,7,5,5
1,3,7,1,5
1,3,7,5,4
1,3,5,4,7
1,3,7,4,0
1,3,5,4,7
1,3,7,1,5
1,3,7,1,0
1,3,7,5,5
1,3,7,5,0
1,4,7,1,0
0,3,5,0,7
1,2,5,1,0
1,3,5,5,7
1,3,7,1,5
1,2,7,5,0
1,3,5,4,7
1,3,5,1,0
0,2,5,1,7
1,3,5,5,7
1,3,5,1,0
1,1,7,5,0
1,3,5,4,7
1,3,5,4,7
1,3,7,1,5
1,3,7,5,5
1,7,7,5,5
0,3,5,0,7
1,3,5,5,5
1,3,7,1,0
1,3,7,1,0
1,3,5,3,5
1,3,5,1,0
1,3,7,5,5
1,3,5,5,5
1,3,5,3,5
1,3,7,5,5
