member_0,member_1,member_2,member_3,member_4
0,5,0,7,7
1,5,6,4,2
7,6,5,1,3
0,7,6,3,7
1,5,5,4,2
1,7,6,3,0
0,4,0,3,0
0,4,0,7,7
0,4,0,7,7
1,6,7,4,2
1,5,5,4,3
0,4,0,7,7
1,5,5,4,2
0,5,2,6,0
1,5,7,4,2
1,4,3,0,5
0,4,1,7,4
1,5,5,4,2
1,4,3,4,3
6,6,5,2,0
1,5,5,4,3
1,5,7,5,1
0,4,0,7,7
2,6,6,2,0
1,4,5,5,1
2,6,5,3,0
0,3,0,4,3
0,6,5,3,7
1,6,6,2,0
7,5,4,2,0
0,5,4,3,7
1,5,6,5,1
1,6,6,4,2
0,4,0,7,7
0,5,0,0,7
0,6,4,1,5
5,6,5,2,0
0,6,5,3,7
7,6,4,1,0
1,4,2,1,7
0,5,0,7,7
0,6,4,3,7
1,6,6,2,0
0,5,0,7,7
0,6,4,1,7
1,5,6,4,2
1,4,2,0,6
0,5,0,7,7
1,6,6,3,0
0,4,0,7,7
0,4,0,7,7
1,4,3,4,4
0,5,0,7,7
0,5,0,7,7
0,4,0,7,7
1,5,6,4,2
0,5,0,7,7
0,6,4,3,7
0,5,0,7,7
0,5,1,0,7
1,3,3,4,2
0,5,0,7,7
0,6,5,3,7
0,6,2,0,7
0,6,3,0,7
3,6,5,3,0
7,6,4,1,0
1,4,4,4,2
0,5,1,7,7
0,6,4,1,7
0,6,5,3,7
0,4,0,7,7
1,5,5,4,2
0,5,3,6,0
0,5,0,0,7
0,4,0,7,7
1,5,6,4,3
0,4,0,7,7
0,4,0,7,7
0,5,2,0,7
0,5,1,0,7
1,5,5,4,2
0,5,1,7,7
1,4,4,4,2
0,4,0,7,7
0,4,0,7,7
0,5,0,7,7
1,5,6,4,2
1,4,4,4,2
0,5,2,0,3
1,5,5,4,3
0,4,1,4,0
0,6,4,1,3
1,5,5,4,3
0,5,0,7,7
1,5,5,4,3
0,4,0,7,7
0,5,0,7,7
0,4,0,7,7
1,4,3,0,3
0,4,0,6,6
